id,kind,title,statement,priority,mvp,lifecycle_status,disposition,disposition_reason_ref,source_kind,source_span,introduced_in,retired_in,custom_attributes,last_referenced
NFR-023,non-functional,Session tokens shall expire after 8 hours of inactivity [unverified — confirm with org security policy]; refresh tokens shall not extend sessions beyond 24 hours without re-authentication. **Target:**,Session tokens shall expire after 8 hours of inactivity [unverified — confirm with org security policy]; refresh tokens shall not extend sessions beyond 24 hours without re-authentication. **Target:** Session idle timeout ≤ 8 h; absolute max ≤ 24 h.,Must,1,Approved,,,brief,docs/domain/security-controls.md; ADR-0004,1,,"{""v1"": {""ID"": ""NFR-023"", ""Requirement"": ""Session tokens shall expire after 8 hours of inactivity [unverified — confirm with org security policy]; refresh tokens shall not extend sessions beyond 24 hours without re-authentication. **Target:** Session idle timeout ≤ 8 h; absolute max ≤ 24 h."", ""Source"": ""docs/domain/security-controls.md; ADR-0004"", ""Priority"": ""Must"", ""Verification"": ""Integration test: issue token, idle for 8 h (simulated via clock manipulation), verify 401 on next call; validate Keycloak session configuration.""}}",
NFR-024,non-functional,"All application secrets (database connection strings, Keycloak client secret, S3/Blob credentials, API keys) shall be managed via environment variables or a secrets manager; no secrets shall appear in","All application secrets (database connection strings, Keycloak client secret, S3/Blob credentials, API keys) shall be managed via environment variables or a secrets manager; no secrets shall appear in source code, build artifacts, or container images. **Target:** 0 secrets in source code or images (validated by secret scanning).",Must,1,Approved,,,brief,docs/domain/security-controls.md; docs/requirements/non-functional.md §Security,1,,"{""v1"": {""ID"": ""NFR-024"", ""Requirement"": ""All application secrets (database connection strings, Keycloak client secret, S3/Blob credentials, API keys) shall be managed via environment variables or a secrets manager; no secrets shall appear in source code, build artifacts, or container images. **Target:** 0 secrets in source code or images (validated by secret scanning)."", ""Source"": ""docs/domain/security-controls.md; docs/requirements/non-functional.md §Security"", ""Priority"": ""Must"", ""Verification"": ""SAST secret scan (e.g., `gitleaks`, `trufflehog`) in CI; Docker image scan in CI pipeline.""}}",
NFR-025,non-functional,"Transcript and recording data shall be accessible only to roles explicitly authorized (Chairman, Secretary, Auditor); all access to transcript content shall generate an audit log entry. **Target:** Ro","Transcript and recording data shall be accessible only to roles explicitly authorized (Chairman, Secretary, Auditor); all access to transcript content shall generate an audit log entry. **Target:** Role-gated access; 100% of transcript reads logged.",Must,1,Approved,,,brief,docs/domain/security-threat-model.md; ADR-0009,1,,"{""v1"": {""ID"": ""NFR-025"", ""Requirement"": ""Transcript and recording data shall be accessible only to roles explicitly authorized (Chairman, Secretary, Auditor); all access to transcript content shall generate an audit log entry. **Target:** Role-gated access; 100% of transcript reads logged."", ""Source"": ""docs/domain/security-threat-model.md; ADR-0009"", ""Priority"": ""Must"", ""Verification"": ""Integration test: attempt transcript access with each role; verify 403 for unauthorized; verify audit log entry for authorized access.""}}",
NFR-026,non-functional,The application shall be protected against OWASP LLM01 (Prompt Injection) in all AI-extraction features: all LLM inputs from meeting transcripts shall be treated as untrusted data; LLM-generated outpu,The application shall be protected against OWASP LLM01 (Prompt Injection) in all AI-extraction features: all LLM inputs from meeting transcripts shall be treated as untrusted data; LLM-generated outputs shall never be committed to the system record without explicit human approval action. **Target:** 0 AI-generated content auto-committed; every AI candidate has status=Candidate until human approves.,Must,1,Approved,,,brief,docs/domain/security-threat-model.md; OWASP LLM Top 10,1,,"{""v1"": {""ID"": ""NFR-026"", ""Requirement"": ""The application shall be protected against OWASP LLM01 (Prompt Injection) in all AI-extraction features: all LLM inputs from meeting transcripts shall be treated as untrusted data; LLM-generated outputs shall never be committed to the system record without explicit human approval action. **Target:** 0 AI-generated content auto-committed; every AI candidate has status=Candidate until human approves."", ""Source"": ""docs/domain/security-threat-model.md; OWASP LLM Top 10"", ""Priority"": ""Must"", ""Verification"": ""Code review and integration test: verify no pathway from AI extraction to committed record without explicit `approve` API call by authorized user.""}}",
NFR-027,non-functional,"Meeting recording files and transcripts are sensitive data; they shall be stored in the object store (self-hosted MinIO) with access-controlled pre-signed URLs (time-limited, ≤ 1 h expiry); the URL is","Meeting recording files and transcripts are sensitive data; they shall be stored in the object store (self-hosted MinIO) with access-controlled pre-signed URLs (time-limited, ≤ 1 h expiry); the URL is never embedded in logs or notifications. **Target:** Pre-signed URLs expire ≤ 1 h; URLs absent from logs.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Privacy; ADR-0014,1,,"{""v1"": {""ID"": ""NFR-027"", ""Requirement"": ""Meeting recording files and transcripts are sensitive data; they shall be stored in the object store (self-hosted MinIO) with access-controlled pre-signed URLs (time-limited, ≤ 1 h expiry); the URL is never embedded in logs or notifications. **Target:** Pre-signed URLs expire ≤ 1 h; URLs absent from logs."", ""Source"": ""docs/requirements/non-functional.md §Privacy; ADR-0014"", ""Priority"": ""Must"", ""Verification"": ""Code review; integration test: generate URL, wait 1 h, verify URL no longer valid; log search: verify URL pattern not in Seq output.""}}",
NFR-028,non-functional,"Structured logs and OTel traces shall not record personally identifiable information (PII) beyond user ID (pseudonymous); full names, email addresses, and vote content shall not appear in log payloads","Structured logs and OTel traces shall not record personally identifiable information (PII) beyond user ID (pseudonymous); full names, email addresses, and vote content shall not appear in log payloads. **Target:** 0 PII fields in log/trace output.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Privacy,1,,"{""v1"": {""ID"": ""NFR-028"", ""Requirement"": ""Structured logs and OTel traces shall not record personally identifiable information (PII) beyond user ID (pseudonymous); full names, email addresses, and vote content shall not appear in log payloads. **Target:** 0 PII fields in log/trace output."", ""Source"": ""docs/requirements/non-functional.md §Privacy"", ""Priority"": ""Must"", ""Verification"": ""Log review: run privacy-sensitive operations (vote, login), inspect Seq output; verify no name/email in log body.""}}",
NFR-029,non-functional,"Voting is always attributed in v1 (vote anonymity is out of scope for v1, per ADR-0010). Individual voter choices are recorded in the audit log and accessible to Auditor and Chairman; the results view","Voting is always attributed in v1 (vote anonymity is out of scope for v1, per ADR-0010). Individual voter choices are recorded in the audit log and accessible to Auditor and Chairman; the results view displays both individual choices and aggregate totals. **Target:** 100% of vote records are attributed; no anonymization pathway in v1.",Must,1,Approved,,,brief,docs/requirements/non-functional.md §Privacy; ADR-0010,1,,"{""v1"": {""ID"": ""NFR-029"", ""Requirement"": ""Voting is always attributed in v1 (vote anonymity is out of scope for v1, per ADR-0010). Individual voter choices are recorded in the audit log and accessible to Auditor and Chairman; the results view displays both individual choices and aggregate totals. **Target:** 100% of vote records are attributed; no anonymization pathway in v1."", ""Source"": ""docs/requirements/non-functional.md §Privacy; ADR-0010"", ""Priority"": ""Must"", ""Verification"": ""Integration test: cast votes; call results API; verify voter attribution is recorded; verify audit log entries are attributed.""}}",
NFR-030,non-functional,"All user interface components shall conform to WCAG 2.2 Level AA (W3C Recommendation, October 2023). **Target:** 0 WCAG 2.2 AA failures per automated + manual audit.","All user interface components shall conform to WCAG 2.2 Level AA (W3C Recommendation, October 2023). **Target:** 0 WCAG 2.2 AA failures per automated + manual audit.",Must,1,Approved,,,brief,ADR-0012; WCAG 2.2 AA,1,,"{""v1"": {""ID"": ""NFR-030"", ""Requirement"": ""All user interface components shall conform to WCAG 2.2 Level AA (W3C Recommendation, October 2023). **Target:** 0 WCAG 2.2 AA failures per automated + manual audit."", ""Source"": ""ADR-0012; WCAG 2.2 AA"", ""Priority"": ""Must"", ""Verification"": ""Automated: axe-core or Lighthouse CI on all page templates in CI; manual: keyboard-only navigation test, screen-reader test (NVDA/JAWS) on critical flows (login, backlog, vote, search).""}}",
NFR-031,non-functional,"All interactive elements (buttons, links, form fields, DnD handles) shall be keyboard accessible; drag-and-drop operations shall have a keyboard-accessible alternative (move up/down controls). **Targe","All interactive elements (buttons, links, form fields, DnD handles) shall be keyboard accessible; drag-and-drop operations shall have a keyboard-accessible alternative (move up/down controls). **Target:** 100% of interactive elements reachable and operable via keyboard.",Must,1,Approved,,,brief,ADR-0012; WCAG 2.2 AA,1,,"{""v1"": {""ID"": ""NFR-031"", ""Requirement"": ""All interactive elements (buttons, links, form fields, DnD handles) shall be keyboard accessible; drag-and-drop operations shall have a keyboard-accessible alternative (move up/down controls). **Target:** 100% of interactive elements reachable and operable via keyboard."", ""Source"": ""ADR-0012; WCAG 2.2 AA"", ""Priority"": ""Must"", ""Verification"": ""Keyboard-only navigation test: tab through every page; verify no keyboard trap; verify DnD alternative controls present.""}}",
NFR-032,non-functional,"All non-decorative images, icons, and data visualizations (charts, diagrams) shall have appropriate alternative text or ARIA labels in both EN and AR. **Target:** 0 non-decorative images without alt t","All non-decorative images, icons, and data visualizations (charts, diagrams) shall have appropriate alternative text or ARIA labels in both EN and AR. **Target:** 0 non-decorative images without alt text per axe-core scan.",Must,1,Approved,,,brief,ADR-0012; WCAG 2.2 AA,1,,"{""v1"": {""ID"": ""NFR-032"", ""Requirement"": ""All non-decorative images, icons, and data visualizations (charts, diagrams) shall have appropriate alternative text or ARIA labels in both EN and AR. **Target:** 0 non-decorative images without alt text per axe-core scan."", ""Source"": ""ADR-0012; WCAG 2.2 AA"", ""Priority"": ""Must"", ""Verification"": ""Automated: axe-core in CI; manual: screen reader spot-check on dashboard and diagram views.""}}",
NFR-033,non-functional,"Color contrast ratio for all text on background and UI component states (normal, hover, focused, disabled) shall meet WCAG 2.2 AA minimum (4.5:1 for body text, 3:1 for large text and UI components). *","Color contrast ratio for all text on background and UI component states (normal, hover, focused, disabled) shall meet WCAG 2.2 AA minimum (4.5:1 for body text, 3:1 for large text and UI components). **Target:** Contrast ratio ≥ 4.5:1 (body), ≥ 3:1 (large/UI).",Must,1,Approved,,,brief,ADR-0012; WCAG 2.2 AA,1,,"{""v1"": {""ID"": ""NFR-033"", ""Requirement"": ""Color contrast ratio for all text on background and UI component states (normal, hover, focused, disabled) shall meet WCAG 2.2 AA minimum (4.5:1 for body text, 3:1 for large text and UI components). **Target:** Contrast ratio ≥ 4.5:1 (body), ≥ 3:1 (large/UI)."", ""Source"": ""ADR-0012; WCAG 2.2 AA"", ""Priority"": ""Must"", ""Verification"": ""Automated: Lighthouse contrast check in CI; manual: contrast check (e.g., Colour Contrast Analyser) on light and dark themes, both EN/AR layouts.""}}",
NFR-034,non-functional,"Status indicators (topic urgency, action overdue, risk severity) shall not rely on color alone; they shall also use text labels and/or icons with accessible names. **Target:** 0 color-only status indi","Status indicators (topic urgency, action overdue, risk severity) shall not rely on color alone; they shall also use text labels and/or icons with accessible names. **Target:** 0 color-only status indicators per WCAG 1.4.1.",Must,1,Approved,,,brief,ADR-0012; WCAG 2.2 (1.4.1),1,,"{""v1"": {""ID"": ""NFR-034"", ""Requirement"": ""Status indicators (topic urgency, action overdue, risk severity) shall not rely on color alone; they shall also use text labels and/or icons with accessible names. **Target:** 0 color-only status indicators per WCAG 1.4.1."", ""Source"": ""ADR-0012; WCAG 2.2 (1.4.1)"", ""Priority"": ""Must"", ""Verification"": ""Code review: verify every status badge has a text label or icon with aria-label; axe-core check.""}}",
NFR-035,non-functional,All UI strings shall be externalized in `react-i18next` resource files; no hardcoded display strings in component code. **Target:** 0 hardcoded EN strings in component JSX/TSX.,All UI strings shall be externalized in `react-i18next` resource files; no hardcoded display strings in component code. **Target:** 0 hardcoded EN strings in component JSX/TSX.,Must,1,Approved,,,brief,ADR-0012; docs/requirements/non-functional.md §Localization,1,,"{""v1"": {""ID"": ""NFR-035"", ""Requirement"": ""All UI strings shall be externalized in `react-i18next` resource files; no hardcoded display strings in component code. **Target:** 0 hardcoded EN strings in component JSX/TSX."", ""Source"": ""ADR-0012; docs/requirements/non-functional.md §Localization"", ""Priority"": ""Must"", ""Verification"": ""Static analysis: ESLint rule or grep for JSX string literals not in i18n functions; enforced in CI.""}}",
NFR-036,non-functional,"The Arabic locale shall trigger full RTL layout via the `dir=""rtl""` attribute on `<html>` and CSS logical properties throughout; no `left`/`right` CSS properties shall appear in component stylesheets.","The Arabic locale shall trigger full RTL layout via the `dir=""rtl""` attribute on `<html>` and CSS logical properties throughout; no `left`/`right` CSS properties shall appear in component stylesheets. **Target:** 0 `padding-left`, `margin-right`, etc. in component CSS when RTL active.",Must,1,Approved,,,brief,ADR-0012,1,,"{""v1"": {""ID"": ""NFR-036"", ""Requirement"": ""The Arabic locale shall trigger full RTL layout via the `dir=\""rtl\""` attribute on `<html>` and CSS logical properties throughout; no `left`/`right` CSS properties shall appear in component stylesheets. **Target:** 0 `padding-left`, `margin-right`, etc. in component CSS when RTL active."", ""Source"": ""ADR-0012"", ""Priority"": ""Must"", ""Verification"": ""Automated: CSS lint rule prohibiting physical direction properties; visual regression test: screenshot in AR/RTL vs. EN/LTR and compare layout direction.""}}",
NFR-037,non-functional,"All date, time, and number formats shall use locale-appropriate formatting: Gregorian calendar in both EN and AR (v1 only; Hijri display is a future option, not in v1). **Target:** Gregorian dates ren","All date, time, and number formats shall use locale-appropriate formatting: Gregorian calendar in both EN and AR (v1 only; Hijri display is a future option, not in v1). **Target:** Gregorian dates rendered correctly in both locales; no raw ISO strings visible.",Must,1,Approved,,,brief,ADR-0012; docs/requirements/non-functional.md §Localization,1,,"{""v1"": {""ID"": ""NFR-037"", ""Requirement"": ""All date, time, and number formats shall use locale-appropriate formatting: Gregorian calendar in both EN and AR (v1 only; Hijri display is a future option, not in v1). **Target:** Gregorian dates rendered correctly in both locales; no raw ISO strings visible."", ""Source"": ""ADR-0012; docs/requirements/non-functional.md §Localization"", ""Priority"": ""Must"", ""Verification"": ""Integration test: create a topic in EN, switch to AR, verify date display format changes correctly (Gregorian); no raw ISO strings visible.""}}",
NFR-038,non-functional,"Tarseem diagram output shall render Arabic text correctly (HarfBuzz shaping, RTL geometry mirror) when topic language is AR or diagram content includes Arabic labels. **Target:** 0 garbled Arabic text","Tarseem diagram output shall render Arabic text correctly (HarfBuzz shaping, RTL geometry mirror) when topic language is AR or diagram content includes Arabic labels. **Target:** 0 garbled Arabic text or incorrect glyph ordering in diagram exports.",Must,1,Approved,,,brief,ADR-0012; ADR-0006,1,,"{""v1"": {""ID"": ""NFR-038"", ""Requirement"": ""Tarseem diagram output shall render Arabic text correctly (HarfBuzz shaping, RTL geometry mirror) when topic language is AR or diagram content includes Arabic labels. **Target:** 0 garbled Arabic text or incorrect glyph ordering in diagram exports."", ""Source"": ""ADR-0012; ADR-0006"", ""Priority"": ""Must"", ""Verification"": ""Manual: generate a diagram with Arabic node labels; inspect SVG text elements for correct Unicode code point order; compare with Tarseem's RTL test output.""}}",
NFR-039,non-functional,"The EN↔AR terminology glossary (README §G, localized in design handoff) shall be the single source of canonical bilingual terms; no term shall have more than one AR translation within the application.","The EN↔AR terminology glossary (README §G, localized in design handoff) shall be the single source of canonical bilingual terms; no term shall have more than one AR translation within the application. **Target:** 0 terminology inconsistencies detected in the i18n resource files.",Must,1,Approved,,,brief,README §G; ADR-0012,1,,"{""v1"": {""ID"": ""NFR-039"", ""Requirement"": ""The EN↔AR terminology glossary (README §G, localized in design handoff) shall be the single source of canonical bilingual terms; no term shall have more than one AR translation within the application. **Target:** 0 terminology inconsistencies detected in the i18n resource files."", ""Source"": ""README §G; ADR-0012"", ""Priority"": ""Must"", ""Verification"": ""Translation review: compare i18n `ar.json` keys against glossary; flag duplicates; manual review by Arabic-speaking stakeholder [unverified — confirm reviewer availability].""}}",
NFR-040,non-functional,"The audit log table shall have no `UPDATE` or `DELETE` triggers, constraints, or ORM operations defined; it is insert-only at the application layer. **Target:** 0 UPDATE/DELETE statements targeting th","The audit log table shall have no `UPDATE` or `DELETE` triggers, constraints, or ORM operations defined; it is insert-only at the application layer. **Target:** 0 UPDATE/DELETE statements targeting the audit log table in application code.",Must,1,Approved,,,brief,ADR-0009; docs/domain/audit-and-records.md,1,,"{""v1"": {""ID"": ""NFR-040"", ""Requirement"": ""The audit log table shall have no `UPDATE` or `DELETE` triggers, constraints, or ORM operations defined; it is insert-only at the application layer. **Target:** 0 UPDATE/DELETE statements targeting the audit log table in application code."", ""Source"": ""ADR-0009; docs/domain/audit-and-records.md"", ""Priority"": ""Must"", ""Verification"": ""Code review: search codebase for any EF Core or raw SQL touching audit log with UPDATE/DELETE; SAST rule.""}}",
NFR-041,non-functional,"Votes (individual vote records) and issued decisions (DECN-…) shall be immutable after their respective immutability events (vote close, decision issue); no API endpoint shall permit field mutation on","Votes (individual vote records) and issued decisions (DECN-…) shall be immutable after their respective immutability events (vote close, decision issue); no API endpoint shall permit field mutation on these records after the event. **Target:** 0 API endpoints permitting mutation of closed vote or issued decision fields.",Must,1,Approved,,,brief,ADR-0009; docs/domain/audit-and-records.md,1,,"{""v1"": {""ID"": ""NFR-041"", ""Requirement"": ""Votes (individual vote records) and issued decisions (DECN-…) shall be immutable after their respective immutability events (vote close, decision issue); no API endpoint shall permit field mutation on these records after the event. **Target:** 0 API endpoints permitting mutation of closed vote or issued decision fields."", ""Source"": ""ADR-0009; docs/domain/audit-and-records.md"", ""Priority"": ""Must"", ""Verification"": ""Integration test: close a vote, attempt PUT/PATCH on vote fields, expect HTTP 409 Conflict; repeat for issued decision.""}}",
NFR-042,non-functional,Every state transition on a governed entity shall generate a corresponding audit log entry within the same database transaction; no state transition without an audit log entry is a system defect. **Ta,Every state transition on a governed entity shall generate a corresponding audit log entry within the same database transaction; no state transition without an audit log entry is a system defect. **Target:** 100% of state transitions have a corresponding audit log entry within the same TX.,Must,1,Approved,,,brief,ADR-0009; docs/domain/audit-and-records.md,1,,"{""v1"": {""ID"": ""NFR-042"", ""Requirement"": ""Every state transition on a governed entity shall generate a corresponding audit log entry within the same database transaction; no state transition without an audit log entry is a system defect. **Target:** 100% of state transitions have a corresponding audit log entry within the same TX."", ""Source"": ""ADR-0009; docs/domain/audit-and-records.md"", ""Priority"": ""Must"", ""Verification"": ""Integration test: intercept DB commit, verify audit log row present for every transition type; DB-level assertion.""}}",
NFR-043,non-functional,"Every inbound HTTP request shall generate an OTel trace with spans for: HTTP handler, DB query, Hangfire job dispatch, and external HTTP calls (Webex, Tarseem sidecar). **Target:** 100% of requests tr","Every inbound HTTP request shall generate an OTel trace with spans for: HTTP handler, DB query, Hangfire job dispatch, and external HTTP calls (Webex, Tarseem sidecar). **Target:** 100% of requests traced (sample rate 100% for this traffic volume).",Must,1,Approved,,,brief,ADR-0014; README §A,1,,"{""v1"": {""ID"": ""NFR-043"", ""Requirement"": ""Every inbound HTTP request shall generate an OTel trace with spans for: HTTP handler, DB query, Hangfire job dispatch, and external HTTP calls (Webex, Tarseem sidecar). **Target:** 100% of requests traced (sample rate 100% for this traffic volume)."", ""Source"": ""ADR-0014; README §A"", ""Priority"": ""Must"", ""Verification"": ""OTel dashboard: verify trace completeness for a sample of requests across all module endpoints.""}}",
NFR-044,non-functional,"Structured log entries (Serilog) shall include: `CorrelationId`, `UserId` (pseudonymous), `Module`, `Operation`, `ElapsedMs`, and `LogLevel`; minimum log level in production is `Information`. All logs","Structured log entries (Serilog) shall include: `CorrelationId`, `UserId` (pseudonymous), `Module`, `Operation`, `ElapsedMs`, and `LogLevel`; minimum log level in production is `Information`. All logs shipped to the app-owned self-hosted Seq container. **Target:** All log entries contain required fields.",Must,1,Approved,,,brief,ADR-0014; README §A,1,,"{""v1"": {""ID"": ""NFR-044"", ""Requirement"": ""Structured log entries (Serilog) shall include: `CorrelationId`, `UserId` (pseudonymous), `Module`, `Operation`, `ElapsedMs`, and `LogLevel`; minimum log level in production is `Information`. All logs shipped to the app-owned self-hosted Seq container. **Target:** All log entries contain required fields."", ""Source"": ""ADR-0014; README §A"", ""Priority"": ""Must"", ""Verification"": ""Log integration test: trigger each module's main operation; verify required fields present in Seq output.""}}",
NFR-045,non-functional,"Application health check endpoints shall respond within 1 second and return: application status, database connectivity, Hangfire connectivity, Seq connectivity, MinIO connectivity, and Tarseem sidecar","Application health check endpoints shall respond within 1 second and return: application status, database connectivity, Hangfire connectivity, Seq connectivity, MinIO connectivity, and Tarseem sidecar status (Phase 2). **Target:** Health check response ≤ 1 000 ms; includes all configured sub-checks.",Must,1,Approved,,,brief,ADR-0014; docs/requirements/non-functional.md §Observability,1,,"{""v1"": {""ID"": ""NFR-045"", ""Requirement"": ""Application health check endpoints shall respond within 1 second and return: application status, database connectivity, Hangfire connectivity, Seq connectivity, MinIO connectivity, and Tarseem sidecar status (Phase 2). **Target:** Health check response ≤ 1 000 ms; includes all configured sub-checks."", ""Source"": ""ADR-0014; docs/requirements/non-functional.md §Observability"", ""Priority"": ""Must"", ""Verification"": ""Integration test: call `/health`; verify response time and all sub-check fields; fail if any sub-check missing.""}}",
NFR-046,non-functional,"Alerts shall be configured in self-hosted Seq for: application error rate > 5 errors/min, Hangfire failed jobs > 3 in 10 min, health check failure ≥ 3 consecutive, and audit log write failure (any). *","Alerts shall be configured in self-hosted Seq for: application error rate > 5 errors/min, Hangfire failed jobs > 3 in 10 min, health check failure ≥ 3 consecutive, and audit log write failure (any). **Target:** Alert fires within 60 s of threshold crossing.",Must,1,Approved,,,brief,ADR-0014; docs/requirements/non-functional.md §Observability,1,,"{""v1"": {""ID"": ""NFR-046"", ""Requirement"": ""Alerts shall be configured in self-hosted Seq for: application error rate > 5 errors/min, Hangfire failed jobs > 3 in 10 min, health check failure ≥ 3 consecutive, and audit log write failure (any). **Target:** Alert fires within 60 s of threshold crossing."", ""Source"": ""ADR-0014; docs/requirements/non-functional.md §Observability"", ""Priority"": ""Must"", ""Verification"": ""Alert integration test: inject errors artificially; verify alert fires within 60 s via Seq alert sink.""}}",
NFR-047,non-functional,"Each canonical module (Membership, Topics, Meetings, Decisions, Actions, Risks, Dependencies, Governance, Research, Knowledge, Diagrams, Notifications, Reporting, Search&Traceability, Audit&Records, P","Each canonical module (Membership, Topics, Meetings, Decisions, Actions, Risks, Dependencies, Governance, Research, Knowledge, Diagrams, Notifications, Reporting, Search&Traceability, Audit&Records, Platform) shall be implemented as a distinct project or folder boundary; no module shall reference another module's internal types — only its public contract interface or MediatR command/query. **Target:** 0 cross-module internal type references detected by ArchUnit or dependency analysis rule.",Must,1,Approved,,,brief,ADR-0001; ADR-0002; docs/domain/repository-structure.md,1,,"{""v1"": {""ID"": ""NFR-047"", ""Requirement"": ""Each canonical module (Membership, Topics, Meetings, Decisions, Actions, Risks, Dependencies, Governance, Research, Knowledge, Diagrams, Notifications, Reporting, Search&Traceability, Audit&Records, Platform) shall be implemented as a distinct project or folder boundary; no module shall reference another module's internal types — only its public contract interface or MediatR command/query. **Target:** 0 cross-module internal type references detected by ArchUnit or dependency analysis rule."", ""Source"": ""ADR-0001; ADR-0002; docs/domain/repository-structure.md"", ""Priority"": ""Must"", ""Verification"": ""CI: ArchUnit (or NDepend) rule: no `using` of `<ModuleA>.Internal.*` from `<ModuleB>.*`; enforced as build failure.""}}",
NFR-048,non-functional,"Unit test coverage for domain logic (entity state machines, business rules, validation) shall be ≥ 80% line coverage. **Target:** ≥ 80% line coverage on domain layer projects.","Unit test coverage for domain logic (entity state machines, business rules, validation) shall be ≥ 80% line coverage. **Target:** ≥ 80% line coverage on domain layer projects.",Must,1,Approved,,,brief,ADR-0016; docs/validation/test-strategy.md,1,,"{""v1"": {""ID"": ""NFR-048"", ""Requirement"": ""Unit test coverage for domain logic (entity state machines, business rules, validation) shall be ≥ 80% line coverage. **Target:** ≥ 80% line coverage on domain layer projects."", ""Source"": ""ADR-0016; docs/validation/test-strategy.md"", ""Priority"": ""Must"", ""Verification"": ""CI: `dotnet test --collect:\\\""XPlat Code Coverage\\\""` with coverage threshold gate; fails build below threshold.""}}",
NFR-049,non-functional,"Integration test coverage shall include at least one end-to-end happy-path test and one failure-path test per canonical workflow (topic intake, agenda creation, meeting + MoM, vote + decision, action ","Integration test coverage shall include at least one end-to-end happy-path test and one failure-path test per canonical workflow (topic intake, agenda creation, meeting + MoM, vote + decision, action lifecycle). **Target:** ≥ 1 happy-path + 1 failure-path integration test per workflow (5 workflows × 2 = ≥ 10 integration tests).",Must,1,Approved,,,brief,ADR-0016; docs/validation/test-strategy.md,1,,"{""v1"": {""ID"": ""NFR-049"", ""Requirement"": ""Integration test coverage shall include at least one end-to-end happy-path test and one failure-path test per canonical workflow (topic intake, agenda creation, meeting + MoM, vote + decision, action lifecycle). **Target:** ≥ 1 happy-path + 1 failure-path integration test per workflow (5 workflows × 2 = ≥ 10 integration tests)."", ""Source"": ""ADR-0016; docs/validation/test-strategy.md"", ""Priority"": ""Must"", ""Verification"": ""CI: integration test suite count ≥ 10; test report reviewed in PR.""}}",
NFR-050,non-functional,Database schema migrations shall be backward-compatible with the running application version (expand-contract pattern); no migration shall drop a column or table that the current application version s,Database schema migrations shall be backward-compatible with the running application version (expand-contract pattern); no migration shall drop a column or table that the current application version still reads. **Target:** 0 breaking schema changes in migration without a corresponding application code change in the same PR.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Maintainability; docs/domain/repository-structure.md,1,,"{""v1"": {""ID"": ""NFR-050"", ""Requirement"": ""Database schema migrations shall be backward-compatible with the running application version (expand-contract pattern); no migration shall drop a column or table that the current application version still reads. **Target:** 0 breaking schema changes in migration without a corresponding application code change in the same PR."", ""Source"": ""docs/requirements/non-functional.md §Maintainability; docs/domain/repository-structure.md"", ""Priority"": ""Must"", ""Verification"": ""PR review gate: any migration dropping a column/table requires explicit reviewer sign-off and a matching code change.""}}",
NFR-051,non-functional,All third-party dependencies shall be declared in `package.json` / `.csproj` with pinned or semver-constrained versions; Dependabot or equivalent shall be configured to alert on known CVEs within 48 h,All third-party dependencies shall be declared in `package.json` / `.csproj` with pinned or semver-constrained versions; Dependabot or equivalent shall be configured to alert on known CVEs within 48 hours. **Target:** 0 unpinned wildcard dependencies; CVE alerts ≤ 48 h.,Must,1,Approved,,,brief,docs/requirements/non-functional.md §Maintainability; docs/domain/security-controls.md,1,,"{""v1"": {""ID"": ""NFR-051"", ""Requirement"": ""All third-party dependencies shall be declared in `package.json` / `.csproj` with pinned or semver-constrained versions; Dependabot or equivalent shall be configured to alert on known CVEs within 48 hours. **Target:** 0 unpinned wildcard dependencies; CVE alerts ≤ 48 h."", ""Source"": ""docs/requirements/non-functional.md §Maintainability; docs/domain/security-controls.md"", ""Priority"": ""Must"", ""Verification"": ""Dependency audit in CI (`npm audit`, `dotnet list package --vulnerable`); Dependabot config in repo.""}}",
NFR-052,non-functional,"The application shall be fully containerized (Docker); a `docker-compose.yml` shall run the complete local development stack (app, SQL Server, self-hosted Seq, self-hosted MinIO, Tarseem sidecar [Phas","The application shall be fully containerized (Docker); a `docker-compose.yml` shall run the complete local development stack (app, SQL Server, self-hosted Seq, self-hosted MinIO, Tarseem sidecar [Phase 2]) with a single `docker compose up` command. **Target:** Single-command local startup ≤ 5 min on a standard developer machine (8-core, 16 GB RAM).",Must,1,Approved,,,brief,ADR-0013; README §A,1,,"{""v1"": {""ID"": ""NFR-052"", ""Requirement"": ""The application shall be fully containerized (Docker); a `docker-compose.yml` shall run the complete local development stack (app, SQL Server, self-hosted Seq, self-hosted MinIO, Tarseem sidecar [Phase 2]) with a single `docker compose up` command. **Target:** Single-command local startup ≤ 5 min on a standard developer machine (8-core, 16 GB RAM)."", ""Source"": ""ADR-0013; README §A"", ""Priority"": ""Must"", ""Verification"": ""Manual test: fresh clone → `docker compose up`; verify all services healthy and app accessible within 5 min.""}}",
